T17,Employment by economic activity,,,,,,,
Region/Country/Area,,Year,Series,Department,Gender,Value,Footnotes,Source
804,Ukraine,2015,Employment by industry,Industry,Male,34.648,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2015,Employment by industry,Services,Male,48.138,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2015,Employment by industry,Agriculture,Female,13.134,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2015,Employment by industry,Industry,Female,13.853,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2015,Employment by industry,Services,Female,73.013,,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2020,Employment by industry,Agriculture,Male and Female,14.109,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2020,Employment by industry,Industry,Male and Female,24.766,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2020,Employment by industry,Services,Male and Female,61.125,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2020,Employment by industry,Agriculture,Male,16.213,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2020,Employment by industry,Industry,Male,34.832,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2020,Employment by industry,Services,Male,48.954,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2020,Employment by industry,Agriculture,Female,11.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2020,Employment by industry,Industry,Female,13.718,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
804,Ukraine,2020,Employment by industry,Services,Female,74.481,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2005,Employment by industry,Agriculture,Male and Female,5.131,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2005,Employment by industry,Industry,Male and Female,34.855,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2005,Employment by industry,Services,Male and Female,60.014,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2005,Employment by industry,Agriculture,Male,5.797,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2005,Employment by industry,Industry,Male,38.138,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2005,Employment by industry,Services,Male,56.065,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2005,Employment by industry,Agriculture,Female,0.035,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2005,Employment by industry,Industry,Female,9.729,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2005,Employment by industry,Services,Female,90.237,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2010,Employment by industry,Agriculture,Male and Female,3.383,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2010,Employment by industry,Industry,Male and Female,37.194,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2010,Employment by industry,Services,Male and Female,59.423,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2010,Employment by industry,Agriculture,Male,3.8,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2010,Employment by industry,Industry,Male,40.872,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2010,Employment by industry,Services,Male,55.328,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2010,Employment by industry,Agriculture,Female,0.021,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2010,Employment by industry,Industry,Female,7.502,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2010,Employment by industry,Services,Female,92.477,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2015,Employment by industry,Agriculture,Male and Female,1.985,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2015,Employment by industry,Industry,Male and Female,35.66,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2015,Employment by industry,Services,Male and Female,62.355,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2015,Employment by industry,Agriculture,Male,2.35,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2015,Employment by industry,Industry,Male,41.125,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2015,Employment by industry,Services,Male,56.525,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2015,Employment by industry,Agriculture,Female,0.013,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2015,Employment by industry,Industry,Female,6.163,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2015,Employment by industry,Services,Female,93.824,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2020,Employment by industry,Agriculture,Male and Female,1.366,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2020,Employment by industry,Industry,Male and Female,34.194,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2020,Employment by industry,Services,Male and Female,64.44,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2020,Employment by industry,Agriculture,Male,1.646,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
784,United Arab Emirates,2020,Employment by industry,Industry,Male,40.114,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
