Date of Publication,Quarter_From,Quarter_To,Year,Region,Sex,Age,Total,Total economically active,Total in employment,Unemployed,Economically inactive,Economic activity rate (%),Employment rate (%),"Unemployment
rate (%)",Economic inactivity rate (%)
Apr-Jun,Apr,Jun,2021,North East,Male,All aged 16 & over,1044136,660543,611815,48727,383593,63.3,58.6,7.4,36.7
Apr-Jun,Apr,Jun,2021,North East,Female,All aged 16 & over,1100320,612883,588354,24529,487437,55.7,53.5,4.0,44.3
Apr-Jun,Apr,Jun,2021,Yorkshire and The Humber,Male,All aged 16 & over,2151954,1417155,1343925,73230,734799,65.9,62.5,5.2,34.1
Apr-Jun,Apr,Jun,2021,Yorkshire and The Humber,Female,All aged 16 & over,2234527,1261791,1201432,60359,972736,56.5,53.8,4.8,43.5
Apr-Jun,Apr,Jun,2021,East Midlands,Male,All aged 16 & over,1906879,1250013,1192410,57603,656866,65.6,62.5,4.6,34.4
Apr-Jun,Apr,Jun,2021,East Midlands,Female,All aged 16 & over,1974187,1156877,1109610,47267,817310,58.6,56.2,4.1,41.4
Apr-Jun,Apr,Jun,2021,West Midland,Male,All aged 16 & over,2319086,1550001,1465911,84090,769085,66.8,63.2,5.4,33.2
Apr-Jun,Apr,Jun,2021,West Midland,Female,All aged 16 & over,2389145,1391530,1326949,64581,997615,58.2,55.5,4.6,41.8
Apr-Jun,Apr,Jun,2021,East of England,Male,All aged 16 & over,2457892,1681880,1615220,66660,776012,68.4,65.7,4.0,31.6
Apr-Jun,Apr,Jun,2021,East of England,Female,All aged 16 & over,2564625,1536441,1478952,57489,1028184,59.9,57.7,3.7,40.1
Apr-Jun,Apr,Jun,2021,London,Male,All aged 16 & over,3587729,2682346,2528069,154277,905383,74.8,70.5,5.8,25.2
Apr-Jun,Apr,Jun,2021,London,Female,All aged 16 & over,3622145,2384913,2218051,166862,1237232,65.8,61.2,7.0,34.2
Apr-Jun,Apr,Jun,2021,South East,Male,All aged 16 & over,3602022,2505802,2386163,119639,1096220,69.6,66.2,4.8,30.4
Apr-Jun,Apr,Jun,2021,South East,Female,All aged 16 & over,3761759,2257645,2168540,89105,1504114,60.0,57.6,3.9,40.0
Apr-Jun,Apr,Jun,2021,South West,Male,All aged 16 & over,2235678,1469683,1418995,50688,765995,65.7,63.5,3.4,34.3
Apr-Jun,Apr,Jun,2021,South West,Female,All aged 16 & over,2340997,1342342,1294077,48265,998655,57.3,55.3,3.6,42.7
Apr-Jun,Apr,Jun,2021,England,Male,All aged 16 & over,22163358,15054934,14316481,738453,7108424,67.9,64.6,4.9,32.1
Apr-Jun,Apr,Jun,2021,England,Female,All aged 16 & over,22957707,13679822,13038219,641602,9277885,59.6,56.8,4.7,40.4
Apr-Jun,Apr,Jun,2021,Wales,Male,All aged 16 & over,1254519,816396,779062,37334,438123,65.1,62.1,4.6,34.9
Apr-Jun,Apr,Jun,2021,Wales,Female,All aged 16 & over,1300904,723989,698383,25605,576915,55.7,53.7,3.5,44.3
Apr-Jun,Apr,Jun,2021,Scotland,Male,All aged 16 & over,2147616,1399299,1330683,68616,748317,65.2,62.0,4.9,34.8
Apr-Jun,Apr,Jun,2021,Scotland,Female,All aged 16 & over,2333107,1360547,1309716,50831,972560,58.3,56.1,3.7,41.7
Apr-Jun,Apr,Jun,2021,Northern Ireland,Male,All aged 16 & over,721533,440058,415723,24335,281475,61.0,57.6,5.5,39.0
Apr-Jun,Apr,Jun,2021,Northern Ireland,Female,All aged 16 & over,754797,427656,414616,13040,327141,56.7,54.9,3.0,43.3
Apr-Jun,Apr,Jun,2022,North East,Male,All aged 16 & over,1047606,656085,619279,36806,391521,62.6,59.1,5.6,37.4
Apr-Jun,Apr,Jun,2022,North East,Female,All aged 16 & over,1103855,609934,582461,27473,493921,55.3,52.8,4.5,44.7
Apr-Jun,Apr,Jun,2022,Yorkshire and The Humber,Male,All aged 16 & over,2159417,1433341,1367795,65546,726076,66.4,63.3,4.6,33.6
Apr-Jun,Apr,Jun,2022,Yorkshire and The Humber,Female,All aged 16 & over,2242116,1293762,1235621,58141,948354,57.7,55.1,4.5,42.3
Apr-Jun,Apr,Jun,2022,East Midlands,Male,All aged 16 & over,1913737,1246783,1223134,23649,666954,65.1,63.9,1.9,34.9
Apr-Jun,Apr,Jun,2022,East Midlands,Female,All aged 16 & over,1981207,1168736,1133794,34942,812471,59.0,57.2,3.0,41.0
Apr-Jun,Apr,Jun,2022,West Midland,Male,All aged 16 & over,2327468,1577974,1508378,69596,749494,67.8,64.8,4.4,32.2
Apr-Jun,Apr,Jun,2022,West Midland,Female,All aged 16 & over,2397681,1395072,1326450,68623,1002609,58.2,55.3,4.9,41.8
Apr-Jun,Apr,Jun,2022,East of England,Male,All aged 16 & over,2467128,1688771,1638314,50457,778357,68.5,66.4,3.0,31.5
Apr-Jun,Apr,Jun,2022,East of England,Female,All aged 16 & over,2574132,1549422,1492394,57028,1024710,60.2,58.0,3.7,39.8
Apr-Jun,Apr,Jun,2022,London,Male,All aged 16 & over,3602042,2709422,2589069,120353,892620,75.2,71.9,4.4,24.8
Apr-Jun,Apr,Jun,2022,London,Female,All aged 16 & over,3635865,2322417,2212476,109941,1313448,63.9,60.9,4.7,36.1
Apr-Jun,Apr,Jun,2022,South East,Male,All aged 16 & over,3615461,2489264,2387134,102130,1126197,68.9,66.0,4.1,31.1
Apr-Jun,Apr,Jun,2022,South East,Female,All aged 16 & over,3775425,2268040,2198578,69462,1507385,60.1,58.2,3.1,39.9
Apr-Jun,Apr,Jun,2022,South West,Male,All aged 16 & over,2243851,1484777,1436372,48405,759074,66.2,64.0,3.3,33.8
Apr-Jun,Apr,Jun,2022,South West,Female,All aged 16 & over,2349420,1382612,1350599,32012,966808,58.8,57.5,2.3,41.2
Apr-Jun,Apr,Jun,2022,England,Male,All aged 16 & over,22244542,15186246,14588673,597573,7058296,68.3,65.6,3.9,31.7
Apr-Jun,Apr,Jun,2022,England,Female,All aged 16 & over,23039732,13699198,13174351,524848,9340534,59.5,57.2,3.8,40.5
Apr-Jun,Apr,Jun,2022,Wales,Male,All aged 16 & over,1258886,811264,779428,31836,447622,64.4,61.9,3.9,35.6
Apr-Jun,Apr,Jun,2022,Wales,Female,All aged 16 & over,1305298,709362,683521,25841,595936,54.3,52.4,3.6,45.7
Apr-Jun,Apr,Jun,2022,Scotland,Male,All aged 16 & over,2155095,1411022,1349432,61590,744073,65.5,62.6,4.4,34.5
Apr-Jun,Apr,Jun,2022,Scotland,Female,All aged 16 & over,2340983,1392197,1364103,28094,948786,59.5,58.3,2.0,40.5
Apr-Jun,Apr,Jun,2022,Northern Ireland,Male,All aged 16 & over,724074,463244,449557,13688,260830,64.0,62.1,3.0,36.0
Aug-Oct,Apr,Jun,2022,Northern Ireland,Female,All aged 16 & over,757323,413044,402849,10195,344279,54.5,53.2,2.5,45.5
Aug-Oct,Aug,Oct,2021,North East,Male,All aged 16 & over,1046601,649060,614036,35025,397541,62.0,58.7,5.4,38.0
Aug-Oct,Aug,Oct,2021,North East,Female,All aged 16 & over,1102823,604705,573659,31046,498118,54.8,52.0,5.1,45.2
Aug-Oct,Aug,Oct,2021,Yorkshire and The Humber,Male,All aged 16 & over,2157325,1412857,1350838,62019,744468,65.5,62.6,4.4,34.5
Aug-Oct,Aug,Oct,2021,Yorkshire and The Humber,Female,All aged 16 & over,2240016,1256388,1211268,45120,983628,56.1,54.1,3.6,43.9
Aug-Oct,Aug,Oct,2021,East Midlands,Male,All aged 16 & over,1911964,1229945,1176710,53234,682019,64.3,61.5,4.3,35.7
Aug-Oct,Aug,Oct,2021,East Midlands,Female,All aged 16 & over,1979318,1184177,1137123,47055,795141,59.8,57.5,4.0,40.2
Aug-Oct,Aug,Oct,2021,West Midland,Male,All aged 16 & over,2325283,1584088,1515244,68844,741195,68.1,65.2,4.3,31.9
Aug-Oct,Aug,Oct,2021,West Midland,Female,All aged 16 & over,2395351,1373465,1301959,71507,1021886,57.3,54.4,5.2,42.7
Aug-Oct,Aug,Oct,2021,East of England,Male,All aged 16 & over,2464763,1692258,1637071,55187,772505,68.7,66.4,3.3,31.3
Aug-Oct,Aug,Oct,2021,East of England,Female,All aged 16 & over,2571656,1553861,1508495,45367,1017795,60.4,58.7,2.9,39.6
Aug-Oct,Aug,Oct,2021,London,Male,All aged 16 & over,3598592,2698923,2566205,132718,899669,75.0,71.3,4.9,25.0
Aug-Oct,Aug,Oct,2021,London,Female,All aged 16 & over,3632369,2368350,2229914,138436,1264019,65.2,61.4,5.8,34.8
Aug-Oct,Aug,Oct,2021,South East,Male,All aged 16 & over,3611928,2500612,2403264,97348,1111316,69.2,66.5,3.9,30.8
Aug-Oct,Aug,Oct,2021,South East,Female,All aged 16 & over,3771877,2261044,2167230,93814,1510833,59.9,57.5,4.1,40.1
Aug-Oct,Aug,Oct,2021,South West,Male,All aged 16 & over,2241793,1487166,1436187,50979,754627,66.3,64.1,3.4,33.7
Aug-Oct,Aug,Oct,2021,South West,Female,All aged 16 & over,2347195,1379247,1344006,35241,967948,58.8,57.3,2.6,41.2
Aug-Oct,Aug,Oct,2021,England,Male,All aged 16 & over,22223297,15137811,14485893,651918,7085486,68.1,65.2,4.3,31.9
Aug-Oct,Aug,Oct,2021,England,Female,All aged 16 & over,23017767,13693793,13126075,567717,9323974,59.5,57.0,4.1,40.5
